Option,Score,Trial
0.1,0.8579545454545454,0
0.5,0.8579545454545454,0
1.0,0.8693181818181818,0
2.0,0.8693181818181818,0
5.0,0.8579545454545454,0
0.1,0.875,1
0.5,0.8806818181818182,1
1.0,0.9034090909090909,1
2.0,0.8977272727272727,1
5.0,0.8920454545454546,1
0.1,0.8863636363636364,2
0.5,0.8920454545454546,2
1.0,0.8806818181818182,2
2.0,0.8863636363636364,2
5.0,0.8863636363636364,2
0.1,0.8693181818181818,3
0.5,0.875,3
1.0,0.8693181818181818,3
2.0,0.875,3
5.0,0.8693181818181818,3
0.1,0.8238636363636364,4
0.5,0.8295454545454546,4
1.0,0.8295454545454546,4
2.0,0.8352272727272727,4
5.0,0.8352272727272727,4
0.1,0.8693181818181818,5
0.5,0.8409090909090909,5
1.0,0.8409090909090909,5
2.0,0.8636363636363636,5
5.0,0.8806818181818182,5
0.1,0.8522727272727273,6
0.5,0.8579545454545454,6
1.0,0.8693181818181818,6
2.0,0.8920454545454546,6
5.0,0.875,6
0.1,0.8806818181818182,7
0.5,0.8920454545454546,7
1.0,0.8806818181818182,7
2.0,0.8920454545454546,7
5.0,0.8863636363636364,7
0.1,0.8920454545454546,8
0.5,0.8920454545454546,8
1.0,0.8920454545454546,8
2.0,0.9034090909090909,8
5.0,0.8920454545454546,8
0.1,0.8806818181818182,9
0.5,0.875,9
1.0,0.8693181818181818,9
2.0,0.8693181818181818,9
5.0,0.8693181818181818,9
0.1,0.9034090909090909,10
0.5,0.8863636363636364,10
1.0,0.8863636363636364,10
2.0,0.8920454545454546,10
5.0,0.875,10
0.1,0.8693181818181818,11
0.5,0.8863636363636364,11
1.0,0.8806818181818182,11
2.0,0.8693181818181818,11
5.0,0.8636363636363636,11
0.1,0.875,12
0.5,0.875,12
1.0,0.8636363636363636,12
2.0,0.8636363636363636,12
5.0,0.8579545454545454,12
0.1,0.875,13
0.5,0.8636363636363636,13
1.0,0.8693181818181818,13
2.0,0.8522727272727273,13
5.0,0.8579545454545454,13
0.1,0.8522727272727273,14
0.5,0.8693181818181818,14
1.0,0.8636363636363636,14
2.0,0.8636363636363636,14
5.0,0.8522727272727273,14
0.1,0.8636363636363636,15
0.5,0.8636363636363636,15
1.0,0.8806818181818182,15
2.0,0.9034090909090909,15
5.0,0.8977272727272727,15
0.1,0.875,16
0.5,0.8636363636363636,16
1.0,0.8693181818181818,16
2.0,0.875,16
5.0,0.8920454545454546,16
0.1,0.8977272727272727,17
0.5,0.9090909090909091,17
1.0,0.9090909090909091,17
2.0,0.8977272727272727,17
5.0,0.9090909090909091,17
0.1,0.8636363636363636,18
0.5,0.875,18
1.0,0.875,18
2.0,0.8863636363636364,18
5.0,0.8863636363636364,18
0.1,0.875,19
0.5,0.8636363636363636,19
1.0,0.8693181818181818,19
2.0,0.8806818181818182,19
5.0,0.875,19
0.1,0.8579545454545454,20
0.5,0.8636363636363636,20
1.0,0.8465909090909091,20
2.0,0.8579545454545454,20
5.0,0.8579545454545454,20
0.1,0.8806818181818182,21
0.5,0.8920454545454546,21
1.0,0.875,21
2.0,0.8579545454545454,21
5.0,0.8465909090909091,21
0.1,0.8693181818181818,22
0.5,0.875,22
1.0,0.875,22
2.0,0.8977272727272727,22
5.0,0.9034090909090909,22
0.1,0.8920454545454546,23
0.5,0.9147727272727273,23
1.0,0.9147727272727273,23
2.0,0.9090909090909091,23
5.0,0.9034090909090909,23
0.1,0.8920454545454546,24
0.5,0.8920454545454546,24
1.0,0.8863636363636364,24
2.0,0.875,24
5.0,0.8693181818181818,24
0.1,0.8579545454545454,25
0.5,0.8636363636363636,25
1.0,0.8579545454545454,25
2.0,0.8579545454545454,25
5.0,0.8693181818181818,25
0.1,0.8352272727272727,26
0.5,0.8409090909090909,26
1.0,0.8409090909090909,26
2.0,0.8409090909090909,26
5.0,0.8465909090909091,26
0.1,0.8465909090909091,27
0.5,0.8522727272727273,27
1.0,0.8579545454545454,27
2.0,0.8409090909090909,27
5.0,0.8238636363636364,27
0.1,0.875,28
0.5,0.8920454545454546,28
1.0,0.8977272727272727,28
2.0,0.8863636363636364,28
5.0,0.8863636363636364,28
0.1,0.8806818181818182,29
0.5,0.8806818181818182,29
1.0,0.875,29
2.0,0.8636363636363636,29
5.0,0.8522727272727273,29
0.1,0.8977272727272727,30
0.5,0.8977272727272727,30
1.0,0.8920454545454546,30
2.0,0.8977272727272727,30
5.0,0.8977272727272727,30
0.1,0.8579545454545454,31
0.5,0.8522727272727273,31
1.0,0.8522727272727273,31
2.0,0.8522727272727273,31
5.0,0.8522727272727273,31
0.1,0.8806818181818182,32
