cylinders,model_year_70,model_year_71,model_year_72,model_year_73,model_year_74,model_year_75,model_year_76,model_year_77,model_year_78,model_year_79,model_year_80,model_year_81,model_year_82,origin_europe,origin_japan,origin_usa,name,acceleration,displacement,horsepower,mpg,weight
-0.0032427413,-0.035665352,-0.03451464,-0.043005202,-0.06111941,-0.04152059,-0.070567295,-0.05477866,-0.04802507,-0.0387934,-0.03826699,-0.015185585,-0.028501714,-0.021335233,0.054428596,0.035252567,0.04953026,0.93238956,0.10178227,-0.05839864,-0.05626369,-0.0025610286,6.7516875
